fable;fable-contes;B2;6;ABSTRACT
fabric;tissu;A2;7;CONCRETE
factory;usine;A2;8;CONCRETE
fairy;fée;A2;5;CONCRETE
fajita;fajita;B1;3;CONCRETE
falcon;faucon;B1;4;CONCRETE
falconry;fauconnerie;C1;2;CONCRETE
fame;célébrité;B2;7;ABSTRACT
family;famille;A1;10;CONCRETE
famine;famine;B2;4;ABSTRACT
fantasy;fantaisie;B1;6;ABSTRACT
farm;ferme;A1;8;CONCRETE
fascination;fascination;B2;5;ABSTRACT
fascism;fascisme;C1;3;ABSTRACT
fashion;mode;A2;9;ABSTRACT
father;père;A1;10;CONCRETE
favour;faveur;B1;7;ABSTRACT
fear;peur;A2;8;ABSTRACT
fearlessness;intrépidité;C2;2;ABSTRACT
feather;plume;A2;6;CONCRETE
federalism;fédéralisme;C1;3;ABSTRACT
federation;fédération;B2;5;CONCRETE
femininity;féminité;B2;5;ABSTRACT
feminism;féminisme;B2;6;ABSTRACT
fence;clôture;A2;7;CONCRETE
fennec;fennec;C1;2;CONCRETE
fennel;fenouil;B1;4;CONCRETE
fern;fougère;B1;4;CONCRETE
ferret;furet;B2;3;CONCRETE
festival;festival;A2;9;CONCRETE
feta;feta;B1;4;CONCRETE
feudalism;féodalisme;C1;3;ABSTRACT
fiasco;fiasco;B2;5;ABSTRACT
fiction;fiction;B1;7;ABSTRACT
fidelity;fidélité;B2;6;ABSTRACT
field;champ;A1;8;CONCRETE
fig;figue;A2;5;CONCRETE
fir;sapin;A2;6;CONCRETE
fish;poisson;A1;10;CONCRETE
flag;drapeau;A2;8;CONCRETE
flame;flamme;A2;7;CONCRETE
flamingo;flamant;B1;4;CONCRETE
flannel;flanelle;B2;4;CONCRETE
flapjack;flapjack;B2;3;CONCRETE
flask;flacon;B1;5;CONCRETE
flattery;flatterie;B2;5;ABSTRACT
flea;puce;B1;4;CONCRETE
fleece;polaire;B1;5;CONCRETE
flight;vol;A2;9;ABSTRACT
floor;sol;A1;9;CONCRETE
flour;farine;A1;8;CONCRETE
flower;fleur;A1;10;CONCRETE
flute;flûte;A2;7;CONCRETE
fog;brouillard;A2;7;CONCRETE
forest;forêt;A1;9;CONCRETE
fork;fourchette;A1;9;CONCRETE
fossil;fossile;B1;5;CONCRETE
fountain;fontaine;A2;7;CONCRETE
fox;renard;A2;6;CONCRETE
freedom;liberté;A2;9;ABSTRACT
frenzy;frénésie;B2;5;ABSTRACT
fridge;frigo;A1;9;CONCRETE
friend;ami;A1;10;CONCRETE
frittata;frittata;B2;3;CONCRETE
fritter;beignet;B2;4;CONCRETE
frivolity;frivolité;C1;3;ABSTRACT
frog;grenouille;A2;6;CONCRETE
frolic;gambade;C1;3;ABSTRACT
frost;gel;B1;5;CONCRETE
froth;mousse;B2;4;CONCRETE
fruit;fruit;A1;10;CONCRETE
frustration;frustration;B1;7;ABSTRACT
fuchsia;fuchsia;B2;4;CONCRETE
fudge;fudge;B2;3;CONCRETE
fugitive;fugitif;B2;5;CONCRETE
fugue;fugue;C1;3;ABSTRACT
fungus;champignon;B1;5;CONCRETE
funk;funk;B2;4;ABSTRACT
funnel;entonnoir;B1;5;CONCRETE
furlong;furlong;C2;1;CONCRETE
furlough;congé;B2;5;ABSTRACT
furnace;fournaise;B2;4;CONCRETE
furnishing;ameublement;B1;6;CONCRETE
furniture;meubles;A1;9;CONCRETE
furore;fureur;C1;3;ABSTRACT
furrow;sillon;B2;4;CONCRETE
fury;fureur;B1;6;ABSTRACT
fuselage;fuselage;C1;3;CONCRETE
fusillade;fusillade;C2;2;CONCRETE
fusilli;fusilli;B1;4;CONCRETE
fuss;agitation;B1;6;ABSTRACT
futility;futilité;C1;3;ABSTRACT
futon;futon;B2;4;CONCRETE
futurism;futurisme;C2;2;ABSTRACT
futurity;futurité;C2;1;ABSTRACT
fuzz;duvet;B2;4;CONCRETE
fuzziness;flou;B2;5;ABSTRACT
